# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp tx ty tz qx qy qz qw
1305031239.7530 1.2954 0.6129 1.5249 0.6539 0.6390 -0.2897 -0.2833
1305031239.7630 1.2953 0.6130 1.5262 0.6529 0.6364 -0.2934 -0.2874
1305031239.7730 1.2953 0.6128 1.5274 0.6522 0.6339 -0.2970 -0.2909
1305031239.7830 1.2945 0.6126 1.5285 0.6507 0.6303 -0.3033 -0.2955
1305031239.7930 1.2945 0.6126 1.5302 0.6504 0.6277 -0.3059 -0.2989
1305031239.8030 1.2949 0.6127 1.5319 0.6508 0.6248 -0.3084 -0.3016
1305031239.8130 1.2945 0.6125 1.5331 0.6500 0.6213 -0.3134 -0.3054
1305031239.8230 1.2943 0.6125 1.5342 0.6481 0.6196 -0.3180 -0.3080
1305031239.8330 1.2942 0.6125 1.5356 0.6461 0.6189 -0.3212 -0.3103
1305031239.8430 1.2942 0.6123 1.5369 0.6441 0.6178 -0.3247 -0.3131
1305031239.8530 1.2941 0.6121 1.5380 0.6417 0.6177 -0.3280 -0.3147
1305031239.8630 1.2933 0.6120 1.5394 0.6384 0.6154 -0.3339 -0.3197
1305031239.8730 1.2933 0.6119 1.5407 0.6373 0.6144 -0.3361 -0.3216
1305031239.8830 1.2933 0.6114 1.5417 0.6363 0.6116 -0.3401 -0.3247
1305031239.8930 1.2931 0.6113 1.5429 0.6350 0.6095 -0.3433 -0.3278
1305031239.9030 1.2932 0.6113 1.5442 0.6332 0.6083 -0.3458 -0.3307
1305031239.9130 1.2934 0.6113 1.5456 0.6313 0.6081 -0.3470 -0.3336
1305031239.9230 1.2931 0.6112 1.5468 0.6290 0.6064 -0.3502 -0.3376
1305031239.9330 1.2932 0.6112 1.5482 0.6272 0.6058 -0.3513 -0.3410
1305031239.9430 1.2932 0.6113 1.5493 0.6251 0.6044 -0.3538 -0.3446
1305031239.9530 1.2932 0.6112 1.5506 0.6237 0.6034 -0.3550 -0.3477
1305031239.9630 1.2933 0.6112 1.5518 0.6224 0.6024 -0.3562 -0.3506
1305031239.9730 1.2933 0.6111 1.5529 0.6211 0.6011 -0.3578 -0.3532
1305031239.9830 1.2934 0.6111 1.5542 0.6193 0.5998 -0.3597 -0.3568
1305031239.9930 1.2937 0.6111 1.5554 0.6176 0.5978 -0.3625 -0.3604
1305031240.0030 1.2933 0.6113 1.5567 0.6143 0.5965 -0.3662 -0.3643
1305031240.0130 1.2929 0.6113 1.5579 0.6123 0.5946 -0.3696 -0.3674
1305031240.0230 1.2932 0.6111 1.5590 0.6105 0.5927 -0.3726 -0.3704
1305031240.0330 1.2936 0.6112 1.5602 0.6093 0.5912 -0.3743 -0.3730
1305031240.0430 1.2941 0.6112 1.5611 0.6077 0.5897 -0.3768 -0.3753
1305031240.0530 1.2941 0.6110 1.5623 0.6061 0.5881 -0.3796 -0.3777
1305031240.0630 1.2940 0.6109 1.5633 0.6036 0.5867 -0.3831 -0.3804
1305031240.0730 1.2947 0.6110 1.5644 0.6027 0.5851 -0.3846 -0.3827
1305031240.0830 1.2950 0.6109 1.5657 0.6002 0.5837 -0.3878 -0.3855
1305031240.0930 1.2952 0.6110 1.5667 0.5978 0.5817 -0.3913 -0.3887
1305031240.1030 1.2956 0.6111 1.5680 0.5949 0.5793 -0.3949 -0.3930
1305031240.1129 1.2961 0.6110 1.5691 0.5926 0.5778 -0.3978 -0.3958
1305031240.1230 1.2963 0.6112 1.5703 0.5899 0.5740 -0.4017 -0.4016
1305031240.1330 1.2967 0.6113 1.5714 0.5868 0.5709 -0.4060 -0.4061
1305031240.1430 1.2968 0.6113 1.5724 0.5840 0.5685 -0.4103 -0.4091
1305031240.1530 1.2973 0.6113 1.5733 0.5825 0.5672 -0.4124 -0.4109
1305031240.1630 1.2977 0.6114 1.5740 0.5815 0.5658 -0.4141 -0.4127
1305031240.1730 1.2981 0.6114 1.5750 0.5800 0.5633 -0.4170 -0.4152
1305031240.1830 1.2981 0.6115 1.5760 0.5779 0.5608 -0.4206 -0.4179
1305031240.1931 1.2991 0.6116 1.5772 0.5760 0.5578 -0.4236 -0.4216
1305031240.2029 1.2998 0.6118 1.5783 0.5731 0.5541 -0.4279 -0.4260
1305031240.2130 1.3002 0.6118 1.5794 0.5691 0.5508 -0.4327 -0.4307
1305031240.2230 1.3012 0.6119 1.5805 0.5664 0.5486 -0.4354 -0.4343
1305031240.2330 1.3012 0.6118 1.5815 0.5625 0.5456 -0.4406 -0.4380
1305031240.2430 1.3021 0.6120 1.5823 0.5612 0.5433 -0.4424 -0.4406
1305031240.2530 1.3025 0.6120 1.5830 0.5604 0.5419 -0.4440 -0.4417
1305031240.2630 1.3029 0.6120 1.5838 0.5593 0.5390 -0.4467 -0.4441
1305031240.2730 1.3037 0.6121 1.5845 0.5590 0.5371 -0.4482 -0.4452
1305031240.2830 1.3043 0.6123 1.5854 0.5569 0.5332 -0.4520 -0.4487
1305031240.2930 1.3045 0.6124 1.5864 0.5538 0.5292 -0.4567 -0.4523
1305031240.3030 1.3052 0.6125 1.5872 0.5512 0.5269 -0.4595 -0.4554
1305031240.3130 1.3062 0.6125 1.5880 0.5492 0.5252 -0.4616 -0.4577
1305031240.3230 1.3062 0.6126 1.5887 0.5459 0.5228 -0.4650 -0.4609
1305031240.3330 1.3070 0.6128 1.5893 0.5445 0.5209 -0.4663 -0.4634
1305031240.3430 1.3074 0.6129 1.5899 0.5430 0.5192 -0.4680 -0.4654
1305031240.3530 1.3078 0.6130 1.5907 0.5415 0.5167 -0.4699 -0.4679
1305031240.3630 1.3082 0.6133 1.5914 0.5399 0.5151 -0.4710 -0.4705
1305031240.3730 1.3088 0.6135 1.5919 0.5388 0.5122 -0.4725 -0.4734
1305031240.3830 1.3088 0.6136 1.5925 0.5363 0.5094 -0.4752 -0.4764
1305031240.3930 1.3096 0.6139 1.5931 0.5355 0.5076 -0.4758 -0.4787
1305031240.4030 1.3100 0.6140 1.5936 0.5336 0.5055 -0.4777 -0.4812
1305031240.4130 1.3104 0.6141 1.5941 0.5322 0.5042 -0.4788 -0.4830
1305031240.4230 1.3102 0.6141 1.5947 0.5295 0.5029 -0.4816 -0.4846
1305031240.4330 1.3105 0.6143 1.5951 0.5283 0.5018 -0.4829 -0.4857
1305031240.4429 1.3106 0.6144 1.5954 0.5270 0.5006 -0.4844 -0.4870
1305031240.4530 1.3107 0.6145 1.5958 0.5258 0.4994 -0.4857 -0.4881
1305031240.4630 1.3107 0.6146 1.5962 0.5250 0.4984 -0.4866 -0.4890
1305031240.4730 1.3109 0.6147 1.5964 0.5248 0.4977 -0.4870 -0.4896
1305031240.4830 1.3113 0.6148 1.5967 0.5246 0.4969 -0.4870 -0.4907
1305031240.4930 1.3117 0.6150 1.5971 0.5240 0.4959 -0.4872 -0.4922
1305031240.5030 1.3118 0.6150 1.5975 0.5225 0.4942 -0.4884 -0.4942
1305031240.5130 1.3120 0.6152 1.5980 0.5208 0.4924 -0.4898 -0.4963
1305031240.5230 1.3122 0.6153 1.5982 0.5201 0.4923 -0.4903 -0.4968
1305031240.5330 1.3122 0.6153 1.5983 0.5195 0.4927 -0.4907 -0.4965
1305031240.5430 1.3121 0.6154 1.5984 0.5194 0.4935 -0.4909 -0.4957
1305031240.5530 1.3119 0.6154 1.5984 0.5194 0.4940 -0.4912 -0.4949
1305031240.5630 1.3115 0.6155 1.5985 0.5197 0.4941 -0.4914 -0.4942
1305031240.5731 1.3111 0.6155 1.5984 0.5203 0.4940 -0.4913 -0.4939
1305031240.5830 1.3108 0.6157 1.5983 0.5216 0.4946 -0.4903 -0.4929
1305031240.5929 1.3106 0.6158 1.5980 0.5227 0.4953 -0.4894 -0.4918
1305031240.6029 1.3103 0.6158 1.5978 0.5235 0.4959 -0.4888 -0.4910
1305031240.6130 1.3099 0.6158 1.5975 0.5242 0.4973 -0.4879 -0.4897
1305031240.6233 1.3093 0.6158 1.5972 0.5248 0.4992 -0.4870 -0.4880
1305031240.6330 1.3087 0.6158 1.5968 0.5256 0.5013 -0.4860 -0.4860
1305031240.6431 1.3082 0.6159 1.5963 0.5274 0.5034 -0.4840 -0.4839
1305031240.6530 1.3075 0.6161 1.5958 0.5284 0.5043 -0.4829 -0.4830
1305031240.6629 1.3075 0.6164 1.5953 0.5306 0.5053 -0.4807 -0.4818
1305031240.6729 1.3071 0.6164 1.5949 0.5307 0.5052 -0.4808 -0.4816
1305031240.6830 1.3067 0.6165 1.5945 0.5308 0.5055 -0.4806 -0.4814
1305031240.6930 1.3060 0.6164 1.5939 0.5316 0.5073 -0.4794 -0.4798
1305031240.7029 1.3058 0.6166 1.5933 0.5333 0.5095 -0.4769 -0.4781
1305031240.7130 1.3049 0.6166 1.5926 0.5347 0.5121 -0.4750 -0.4757
1305031240.7230 1.3040 0.6166 1.5918 0.5359 0.5145 -0.4735 -0.4731
1305031240.7330 1.3041 0.6167 1.5911 0.5390 0.5164 -0.4700 -0.4711
1305031240.7429 1.3036 0.6168 1.5904 0.5405 0.5174 -0.4681 -0.4702
1305031240.7530 1.3033 0.6169 1.5898 0.5414 0.5179 -0.4668 -0.4699
1305031240.7629 1.3029 0.6168 1.5892 0.5422 0.5188 -0.4657 -0.4690
1305031240.7730 1.3024 0.6168 1.5885 0.5427 0.5194 -0.4646 -0.4689
1305031240.7830 1.3024 0.6168 1.5879 0.5434 0.5221 -0.4627 -0.4670
1305031240.7930 1.3020 0.6167 1.5871 0.5444 0.5245 -0.4606 -0.4651
1305031240.8030 1.3015 0.6166 1.5864 0.5451 0.5266 -0.4593 -0.4633
1305031240.8130 1.3007 0.6166 1.5854 0.5469 0.5293 -0.4563 -0.4610
1305031240.8231 1.3006 0.6166 1.5845 0.5498 0.5315 -0.4527 -0.4586
1305031240.8330 1.3004 0.6166 1.5835 0.5526 0.5347 -0.4489 -0.4553
1305031240.8433 1.2996 0.6166 1.5826 0.5547 0.5364 -0.4456 -0.4539
1305031240.8530 1.2994 0.6166 1.5817 0.5574 0.5389 -0.4421 -0.4511
1305031240.8630 1.2990 0.6165 1.5810 0.5585 0.5403 -0.4402 -0.4499
1305031240.8730 1.2986 0.6165 1.5801 0.5594 0.5419 -0.4379 -0.4490
1305031240.8830 1.2984 0.6164 1.5792 0.5610 0.5449 -0.4348 -0.4465
1305031240.8930 1.2979 0.6163 1.5784 0.5617 0.5471 -0.4326 -0.4450
1305031240.9029 1.2976 0.6164 1.5773 0.5633 0.5503 -0.4293 -0.4422
1305031240.9130 1.2973 0.6163 1.5763 0.5654 0.5536 -0.4255 -0.4392
1305031240.9230 1.2965 0.6163 1.5751 0.5679 0.5564 -0.4216 -0.4360
1305031240.9330 1.2961 0.6164 1.5738 0.5716 0.5599 -0.4166 -0.4316
1305031240.9430 1.2956 0.6165 1.5724 0.5754 0.5625 -0.4116 -0.4278
1305031240.9530 1.2953 0.6167 1.5714 0.5791 0.5650 -0.4065 -0.4244
1305031240.9630 1.2953 0.6168 1.5704 0.5818 0.5678 -0.4025 -0.4207
1305031240.9730 1.2949 0.6169 1.5693 0.5826 0.5700 -0.4003 -0.4189
1305031240.9830 1.2940 0.6168 1.5682 0.5828 0.5723 -0.3991 -0.4166
1305031240.9930 1.2940 0.6171 1.5669 0.5857 0.5756 -0.3942 -0.4126
1305031241.0030 1.2931 0.6171 1.5654 0.5876 0.5792 -0.3908 -0.4081
1305031241.0130 1.2930 0.6174 1.5639 0.5925 0.5828 -0.3841 -0.4022
1305031241.0229 1.2925 0.6177 1.5625 0.5965 0.5851 -0.3793 -0.3975
1305031241.0330 1.2926 0.6183 1.5612 0.6010 0.5868 -0.3743 -0.3929
1305031241.0430 1.2920 0.6186 1.5599 0.6035 0.5869 -0.3724 -0.3908
1305031241.0530 1.2914 0.6189 1.5589 0.6060 0.5895 -0.3688 -0.3863
1305031241.0630 1.2912 0.6191 1.5574 0.6087 0.5914 -0.3659 -0.3819
1305031241.0730 1.2915 0.6190 1.5560 0.6122 0.5934 -0.3621 -0.3769
1305031241.0832 1.2914 0.6192 1.5545 0.6148 0.5946 -0.3598 -0.3728
1305031241.0931 1.2908 0.6193 1.5533 0.6162 0.5973 -0.3576 -0.3683
1305031241.1029 1.2905 0.6195 1.5517 0.6193 0.6000 -0.3540 -0.3622
1305031241.1131 1.2903 0.6197 1.5502 0.6226 0.6023 -0.3503 -0.3562
1305031241.1230 1.2898 0.6200 1.5488 0.6250 0.6037 -0.3479 -0.3521
1305031241.1329 1.2896 0.6201 1.5475 0.6271 0.6048 -0.3459 -0.3482
1305031241.1430 1.2895 0.6203 1.5460 0.6301 0.6068 -0.3429 -0.3425
1305031241.1535 1.2894 0.6207 1.5447 0.6324 0.6089 -0.3390 -0.3382
1305031241.1633 1.2889 0.6208 1.5432 0.6341 0.6107 -0.3369 -0.3339
1305031241.1730 1.2891 0.6212 1.5424 0.6362 0.6145 -0.3309 -0.3290
1305031241.1830 1.2887 0.6213 1.5410 0.6377 0.6168 -0.3281 -0.3245
1305031241.1930 1.2889 0.6215 1.5396 0.6404 0.6191 -0.3236 -0.3193
1305031241.2030 1.2890 0.6216 1.5383 0.6423 0.6216 -0.3196 -0.3145
1305031241.2130 1.2889 0.6218 1.5368 0.6438 0.6234 -0.3165 -0.3109
1305031241.2230 1.2890 0.6217 1.5357 0.6460 0.6249 -0.3127 -0.3073
1305031241.2330 1.2890 0.6219 1.5346 0.6473 0.6271 -0.3092 -0.3035
1305031241.2430 1.2888 0.6218 1.5329 0.6483 0.6269 -0.3089 -0.3020
1305031241.2530 1.2890 0.6220 1.5320 0.6500 0.6279 -0.3058 -0.2995
1305031241.2630 1.2894 0.6221 1.5309 0.6518 0.6298 -0.3014 -0.2962
1305031241.2740 1.2898 0.6223 1.5298 0.6539 0.6310 -0.2973 -0.2930
1305031241.2833 1.2902 0.6225 1.5285 0.6565 0.6322 -0.2930 -0.2889
1305031241.2930 1.2905 0.6227 1.5272 0.6582 0.6335 -0.2896 -0.2857
1305031241.3030 1.2910 0.6228 1.5258 0.6611 0.6344 -0.2854 -0.2811
1305031241.3130 1.2915 0.6231 1.5243 0.6650 0.6347 -0.2807 -0.2759
1305031241.3230 1.2922 0.6232 1.5229 0.6683 0.6352 -0.2765 -0.2711
1305031241.3330 1.2925 0.6234 1.5213 0.6711 0.6353 -0.2739 -0.2664
1305031241.3430 1.2936 0.6236 1.5202 0.6748 0.6351 -0.2698 -0.2616
1305031241.3530 1.2939 0.6237 1.5187 0.6770 0.6352 -0.2686 -0.2569
1305031241.3630 1.2950 0.6238 1.5175 0.6802 0.6352 -0.2657 -0.2515
1305031241.3730 1.2960 0.6238 1.5162 0.6828 0.6348 -0.2640 -0.2471
1305031241.3830 1.2965 0.6237 1.5150 0.6845 0.6344 -0.2639 -0.2436
1305031241.3930 1.2974 0.6237 1.5136 0.6869 0.6351 -0.2614 -0.2377
1305031241.4030 1.2977 0.6236 1.5119 0.6879 0.6356 -0.2616 -0.2332
1305031241.4130 1.2985 0.6235 1.5106 0.6899 0.6364 -0.2591 -0.2277
1305031241.4230 1.2993 0.6233 1.5092 0.6919 0.6370 -0.2571 -0.2222
1305031241.4330 1.3001 0.6233 1.5077 0.6940 0.6369 -0.2555 -0.2177
1305031241.4430 1.3005 0.6231 1.5065 0.6951 0.6371 -0.2546 -0.2148
1305031241.4530 1.3016 0.6232 1.5053 0.6972 0.6374 -0.2516 -0.2105
1305031241.4630 1.3015 0.6230 1.5044 0.6972 0.6374 -0.2519 -0.2103
1305031241.4730 1.3020 0.6231 1.5037 0.6980 0.6367 -0.2509 -0.2109
1305031241.4830 1.3024 0.6230 1.5031 0.6979 0.6376 -0.2491 -0.2106
1305031241.4930 1.3028 0.6231 1.5025 0.6972 0.6385 -0.2479 -0.2114
1305031241.5029 1.3031 0.6230 1.5021 0.6965 0.6394 -0.2468 -0.2123
1305031241.5130 1.3033 0.6230 1.5017 0.6954 0.6402 -0.2464 -0.2141
1305031241.5230 1.3035 0.6230 1.5015 0.6943 0.6411 -0.2456 -0.2156
1305031241.5330 1.3037 0.6231 1.5014 0.6935 0.6416 -0.2452 -0.2177
1305031241.5429 1.3036 0.6233 1.5014 0.6922 0.6421 -0.2456 -0.2198
1305031241.5530 1.3038 0.6234 1.5013 0.6918 0.6421 -0.2455 -0.2209
1305031241.5630 1.3041 0.6236 1.5012 0.6919 0.6421 -0.2452 -0.2212
1305031241.5730 1.3043 0.6238 1.5012 0.6919 0.6420 -0.2451 -0.2215
1305031241.5830 1.3045 0.6239 1.5013 0.6916 0.6420 -0.2456 -0.2221
1305031241.5929 1.3044 0.6240 1.5015 0.6907 0.6418 -0.2470 -0.2234
1305031241.6030 1.3046 0.6240 1.5018 0.6898 0.6422 -0.2480 -0.2241
1305031241.6130 1.3048 0.6242 1.5023 0.6887 0.6422 -0.2497 -0.2257
1305031241.6230 1.3052 0.6242 1.5029 0.6876 0.6421 -0.2509 -0.2279
1305031241.6330 1.3054 0.6243 1.5034 0.6862 0.6426 -0.2524 -0.2292
1305031241.6429 1.3054 0.6243 1.5038 0.6852 0.6425 -0.2539 -0.2307
1305031241.6529 1.3055 0.6244 1.5041 0.6845 0.6426 -0.2549 -0.2315
1305031241.6630 1.3055 0.6245 1.5043 0.6840 0.6427 -0.2552 -0.2322
1305031241.6729 1.3055 0.6246 1.5047 0.6834 0.6429 -0.2553 -0.2332
1305031241.6830 1.3057 0.6248 1.5052 0.6827 0.6436 -0.2548 -0.2341
1305031241.6930 1.3059 0.6249 1.5056 0.6818 0.6439 -0.2551 -0.2354
1305031241.7030 1.3058 0.6248 1.5059 0.6801 0.6449 -0.2561 -0.2366
1305031241.7130 1.3059 0.6249 1.5063 0.6789 0.6460 -0.2560 -0.2371
1305031241.7230 1.3059 0.6250 1.5066 0.6780 0.6466 -0.2562 -0.2380
1305031241.7330 1.3057 0.6250 1.5069 0.6768 0.6466 -0.2574 -0.2400
1305031241.7429 1.3059 0.6251 1.5073 0.6762 0.6469 -0.2574 -0.2408
1305031241.7530 1.3061 0.6252 1.5076 0.6758 0.6472 -0.2574 -0.2412
1305031241.7630 1.3063 0.6253 1.5080 0.6748 0.6481 -0.2573 -0.2416
1305031241.7730 1.3063 0.6253 1.5082 0.6737 0.6487 -0.2580 -0.2423
1305031241.7830 1.3061 0.6253 1.5084 0.6726 0.6497 -0.2582 -0.2426
1305031241.7929 1.3061 0.6252 1.5085 0.6715 0.6508 -0.2583 -0.2427
1305031241.8029 1.3062 0.6250 1.5087 0.6705 0.6520 -0.2581 -0.2425
1305031241.8130 1.3063 0.6248 1.5090 0.6688 0.6533 -0.2586 -0.2429
1305031241.8230 1.3060 0.6245 1.5093 0.6664 0.6547 -0.2603 -0.2440
1305031241.8330 1.3060 0.6243 1.5097 0.6641 0.6565 -0.2615 -0.2440
1305031241.8430 1.3058 0.6241 1.5101 0.6612 0.6577 -0.2640 -0.2459
1305031241.8530 1.3058 0.6239 1.5104 0.6593 0.6591 -0.2654 -0.2460
1305031241.8630 1.3056 0.6235 1.5105 0.6572 0.6607 -0.2665 -0.2460
1305031241.8738 1.3059 0.6232 1.5107 0.6565 0.6621 -0.2659 -0.2448
1305031241.8830 1.3057 0.6229 1.5108 0.6549 0.6643 -0.2654 -0.2437
1305031241.8930 1.3053 0.6224 1.5109 0.6526 0.6667 -0.2656 -0.2432
1305031241.9029 1.3053 0.6220 1.5111 0.6505 0.6689 -0.2655 -0.2427
1305031241.9129 1.3055 0.6217 1.5112 0.6486 0.6712 -0.2648 -0.2424
1305031241.9229 1.3055 0.6212 1.5114 0.6457 0.6742 -0.2644 -0.2423
1305031241.9330 1.3052 0.6208 1.5117 0.6425 0.6769 -0.2644 -0.2430
1305031241.9429 1.3048 0.6203 1.5120 0.6395 0.6795 -0.2639 -0.2442
1305031241.9530 1.3046 0.6199 1.5121 0.6365 0.6819 -0.2641 -0.2453
1305031241.9630 1.3043 0.6194 1.5122 0.6333 0.6847 -0.2634 -0.2465
1305031241.9730 1.3043 0.6189 1.5126 0.6303 0.6884 -0.2612 -0.2463
1305031241.9830 1.3043 0.6184 1.5127 0.6275 0.6920 -0.2585 -0.2460
1305031241.9930 1.3041 0.6179 1.5127 0.6247 0.6950 -0.2566 -0.2466
1305031242.0032 1.3040 0.6172 1.5127 0.6215 0.6986 -0.2545 -0.2469
1305031242.0130 1.3039 0.6168 1.5130 0.6188 0.7018 -0.2513 -0.2478
1305031242.0230 1.3037 0.6164 1.5131 0.6161 0.7047 -0.2485 -0.2491
1305031242.0330 1.3035 0.6159 1.5132 0.6130 0.7080 -0.2454 -0.2506
1305031242.0430 1.3035 0.6153 1.5135 0.6099 0.7112 -0.2417 -0.2524
1305031242.0529 1.3031 0.6147 1.5135 0.6059 0.7147 -0.2392 -0.2546
1305031242.0630 1.3031 0.6141 1.5136 0.6026 0.7183 -0.2352 -0.2561
1305031242.0729 1.3031 0.6135 1.5138 0.5989 0.7225 -0.2309 -0.2567
1305031242.0830 1.3029 0.6129 1.5139 0.5949 0.7259 -0.2284 -0.2588
1305031242.0930 1.3028 0.6125 1.5142 0.5918 0.7293 -0.2242 -0.2600
1305031242.1029 1.3026 0.6119 1.5142 0.5884 0.7321 -0.2218 -0.2619
1305031242.1130 1.3026 0.6116 1.5145 0.5853 0.7355 -0.2174 -0.2630
1305031242.1229 1.3024 0.6111 1.5146 0.5821 0.7384 -0.2140 -0.2648
1305031242.1330 1.3023 0.6106 1.5148 0.5791 0.7416 -0.2098 -0.2659
1305031242.1430 1.3022 0.6103 1.5151 0.5758 0.7447 -0.2060 -0.2673
1305031242.1529 1.3020 0.6098 1.5152 0.5721 0.7481 -0.2028 -0.2683
1305031242.1630 1.3018 0.6094 1.5154 0.5683 0.7510 -0.2008 -0.2698
1305031242.1730 1.3017 0.6091 1.5159 0.5647 0.7544 -0.1978 -0.2699
1305031242.1830 1.3015 0.6087 1.5159 0.5613 0.7570 -0.1965 -0.2707
1305031242.1929 1.3015 0.6084 1.5162 0.5581 0.7600 -0.1944 -0.2703
1305031242.2029 1.3012 0.6083 1.5166 0.5548 0.7627 -0.1926 -0.2709
1305031242.2129 1.3009 0.6080 1.5170 0.5515 0.7650 -0.1917 -0.2720
1305031242.2230 1.3008 0.6076 1.5174 0.5479 0.7676 -0.1903 -0.2725
1305031242.2329 1.3006 0.6077 1.5177 0.5443 0.7706 -0.1884 -0.2729
1305031242.2429 1.3001 0.6075 1.5180 0.5399 0.7736 -0.1878 -0.2736
1305031242.2530 1.2999 0.6073 1.5184 0.5357 0.7766 -0.1860 -0.2746
1305031242.2630 1.2997 0.6071 1.5187 0.5313 0.7794 -0.1843 -0.2761
1305031242.2729 1.2993 0.6070 1.5190 0.5272 0.7823 -0.1826 -0.2770
1305031242.2830 1.2990 0.6069 1.5195 0.5233 0.7852 -0.1801 -0.2779
1305031242.2930 1.2987 0.6068 1.5199 0.5188 0.7878 -0.1786 -0.2798
1305031242.3029 1.2984 0.6069 1.5203 0.5144 0.7904 -0.1763 -0.2821
1305031242.3130 1.2982 0.6069 1.5210 0.5104 0.7929 -0.1734 -0.2840
1305031242.3229 1.2979 0.6068 1.5214 0.5052 0.7955 -0.1724 -0.2867
1305031242.3330 1.2976 0.6068 1.5219 0.5008 0.7980 -0.1702 -0.2889
1305031242.3429 1.2974 0.6069 1.5225 0.4967 0.8007 -0.1673 -0.2902
1305031242.3530 1.2971 0.6068 1.5230 0.4925 0.8031 -0.1658 -0.2915
1305031242.3629 1.2970 0.6068 1.5236 0.4886 0.8056 -0.1635 -0.2925
1305031242.3730 1.2967 0.6069 1.5240 0.4846 0.8079 -0.1619 -0.2937
1305031242.3830 1.2966 0.6067 1.5245 0.4813 0.8101 -0.1593 -0.2946
1305031242.3929 1.2964 0.6065 1.5252 0.4768 0.8125 -0.1572 -0.2961
1305031242.4030 1.2964 0.6063 1.5257 0.4714 0.8152 -0.1560 -0.2980
1305031242.4134 1.2963 0.6061 1.5263 0.4662 0.8180 -0.1548 -0.2991
1305031242.4229 1.2962 0.6058 1.5271 0.4606 0.8207 -0.1537 -0.3011
1305031242.4329 1.2962 0.6055 1.5277 0.4558 0.8235 -0.1515 -0.3019
1305031242.4429 1.2962 0.6051 1.5283 0.4507 0.8262 -0.1494 -0.3032
1305031242.4529 1.2962 0.6047 1.5288 0.4460 0.8288 -0.1460 -0.3048
1305031242.4630 1.2961 0.6044 1.5295 0.4403 0.8319 -0.1433 -0.3060
1305031242.4730 1.2962 0.6038 1.5300 0.4338 0.8349 -0.1403 -0.3083
1305031242.4830 1.2962 0.6033 1.5307 0.4260 0.8379 -0.1388 -0.3117
1305031242.4930 1.2965 0.6027 1.5316 0.4182 0.8415 -0.1352 -0.3142
1305031242.5030 1.2967 0.6020 1.5322 0.4103 0.8447 -0.1330 -0.3168
1305031242.5131 1.2969 0.6012 1.5330 0.4021 0.8483 -0.1306 -0.3189
1305031242.5229 1.2971 0.6004 1.5334 0.3938 0.8518 -0.1293 -0.3203
1305031242.5330 1.2972 0.5996 1.5338 0.3866 0.8552 -0.1274 -0.3209
1305031242.5430 1.2975 0.5988 1.5343 0.3801 0.8583 -0.1243 -0.3216
1305031242.5543 1.2976 0.5980 1.5346 0.3737 0.8614 -0.1217 -0.3219
1305031242.5629 1.2976 0.5973 1.5350 0.3675 0.8640 -0.1196 -0.3227
1305031242.5729 1.2976 0.5967 1.5351 0.3609 0.8669 -0.1159 -0.3236
1305031242.5830 1.2977 0.5960 1.5354 0.3551 0.8693 -0.1128 -0.3247
1305031242.5929 1.2978 0.5957 1.5359 0.3493 0.8719 -0.1087 -0.3255
1305031242.6029 1.2978 0.5951 1.5364 0.3437 0.8741 -0.1048 -0.3269
1305031242.6129 1.2977 0.5943 1.5365 0.3396 0.8753 -0.1019 -0.3289
1305031242.6230 1.2979 0.5937 1.5368 0.3342 0.8772 -0.0980 -0.3304
1305031242.6330 1.2979 0.5929 1.5370 0.3278 0.8798 -0.0939 -0.3312
1305031242.6429 1.2980 0.5921 1.5371 0.3206 0.8823 -0.0910 -0.3323
1305031242.6530 1.2981 0.5910 1.5371 0.3124 0.8852 -0.0892 -0.3331
1305031242.6630 1.2985 0.5898 1.5373 0.3040 0.8880 -0.0875 -0.3338
1305031242.6729 1.2988 0.5887 1.5373 0.2957 0.8909 -0.0855 -0.3340
1305031242.6829 1.2992 0.5876 1.5374 0.2871 0.8939 -0.0842 -0.3339
1305031242.6930 1.2998 0.5865 1.5374 0.2789 0.8968 -0.0820 -0.3336
1305031242.7029 1.3002 0.5855 1.5373 0.2717 0.8997 -0.0786 -0.3324
1305031242.7129 1.3005 0.5844 1.5371 0.2650 0.9022 -0.0755 -0.3317
1305031242.7230 1.3007 0.5836 1.5367 0.2585 0.9045 -0.0730 -0.3312
1305031242.7329 1.3013 0.5826 1.5363 0.2533 0.9064 -0.0681 -0.3312
1305031242.7429 1.3013 0.5816 1.5362 0.2474 0.9081 -0.0643 -0.3315
1305031242.7529 1.3017 0.5807 1.5360 0.2414 0.9100 -0.0609 -0.3317
1305031242.7629 1.3021 0.5796 1.5357 0.2353 0.9118 -0.0574 -0.3315
1305031242.7729 1.3023 0.5784 1.5355 0.2295 0.9135 -0.0560 -0.3312
1305031242.7830 1.3029 0.5774 1.5354 0.2237 0.9155 -0.0535 -0.3301
1305031242.7929 1.3029 0.5765 1.5349 0.2175 0.9173 -0.0520 -0.3293
1305031242.8029 1.3035 0.5756 1.5343 0.2138 0.9189 -0.0493 -0.3277
1305031242.8130 1.3037 0.5746 1.5338 0.2087 0.9209 -0.0470 -0.3258
1305031242.8229 1.3041 0.5739 1.5332 0.2047 0.9227 -0.0439 -0.3238
1305031242.8330 1.3047 0.5729 1.5325 0.1998 0.9244 -0.0418 -0.3221
